0,0,0
50,0,0
100,0,0
150,1,1
200,1,0
250,2,1
300,2,0
350,3,1
400,3,0
450,3,0
500,3,0
550,3,0
600,3,0
650,3,0
700,3,0
750,3,0
800,8,5
850,8,0
900,8,0
950,8,0
1000,9,1
1050,9,0
1100,11,2
1150,11,0
1200,11,0
1250,11,0
1300,14,3
1350,14,0
1400,14,0
1450,15,1
1500,15,0
1550,15,0
1600,15,0
1650,15,0
1700,18,3
1750,18,0
1800,18,0
1850,21,3
1900,21,0
1950,21,0
2000,24,3
2050,24,0
2100,24,0
2150,27,3
2200,27,0
2250,30,3
2300,30,0
2350,30,0
2400,31,1
2450,31,0
2500,31,0
2550,31,0
2600,31,0
2650,31,0
2700,31,0
2750,31,0
2800,31,0
2850,31,0
2900,31,0
2950,31,0
3000,31,0
3050,31,0
3100,31,0
3150,31,0
3200,32,1
3250,32,0
3300,32,0
3350,32,0
3400,32,0
3450,32,0
3500,33,1
3550,33,0
3600,33,0
3650,33,0
3700,33,0
3750,33,0
3800,33,0
3850,33,0
3900,33,0
3950,33,0
4000,33,0
4050,33,0
4100,33,0
4150,33,0
4200,33,0
4250,33,0
4300,33,0
4350,33,0
4400,34,1
4450,34,0
4500,34,0
4550,34,0
4600,34,0
4650,34,0
4700,35,1
4750,35,0
4800,35,0
4850,35,0
4900,35,0
4950,35,0
5000,35,0
5050,35,0
5100,35,0
5150,35,0
5200,35,0
5250,35,0
5300,35,0
5350,35,0
5400,35,0
5450,35,0
5500,35,0
5550,36,1
5600,36,0
5650,36,0
5700,37,1
5750,37,0
5800,37,0
5850,37,0
5900,37,0
5950,37,0
6000,37,0
6050,37,0
6100,37,0
6150,37,0
6200,37,0
6250,37,0
6300,37,0
6350,37,0
6400,37,0
6450,37,0
6500,37,0
6550,37,0
6600,37,0
6650,37,0
6700,38,1
6750,38,0
6800,38,0
6850,39,1
6900,39,0
6950,39,0
7000,39,0
7050,39,0
7100,39,0
7150,39,0
7200,39,0
7250,39,0
7300,39,0
7350,39,0
7400,39,0
7450,39,0
7500,39,0
7550,39,0
7600,39,0
7650,39,0
7700,39,0
7750,39,0
7800,39,0
7850,40,1
7900,40,0
7950,40,0
8000,40,0
8050,41,1
8100,41,0
8150,41,0
8200,41,0
8250,41,0
8300,41,0
8350,41,0
8400,41,0
8450,41,0
8500,41,0
8550,41,0
8600,41,0
8650,41,0
8700,41,0
8750,41,0
8800,41,0
8850,41,0
8900,42,1
8950,42,0
9000,42,0
9050,42,0
9100,43,1
9150,43,0
9200,43,0
9250,43,0
9300,43,0
9350,43,0
9400,43,0
9450,43,0
9500,43,0
9550,43,0
9600,43,0
9650,43,0
9700,43,0
9750,43,0
9800,43,0
9850,43,0
9900,43,0
9950,43,0
10000,43,0
10050,44,1
