0,0,0
200,0,0
400,1,1
600,1,0
800,2,1
1000,2,0
1200,2,0
1400,2,0
1600,3,1
1800,3,0
2000,3,0
2200,4,1
2400,4,0
2600,4,0
2800,4,0
3000,4,0
3200,4,0
3400,4,0
3600,4,0
3800,4,0
4000,4,0
4200,4,0
4400,4,0
4600,4,0
4800,4,0
5000,4,0
5200,4,0
5400,5,1
5600,5,0
5800,5,0
6000,5,0
6200,5,0
6400,5,0
6600,5,0
6800,5,0
7000,5,0
7200,5,0
7400,5,0
7600,5,0
7800,5,0
8000,5,0
8200,5,0
8400,5,0
8600,5,0
8800,6,1
9000,6,0
9200,6,0
9400,6,0
9600,6,0
9800,6,0
10000,6,0
10200,6,0
10400,6,0
10600,6,0
10800,6,0
11000,6,0
11200,7,1
11400,7,0
11600,7,0
11800,7,0
12000,7,0
12200,7,0
12400,7,0
12600,7,0
12800,8,1
13000,8,0
13200,8,0
13400,8,0
13600,8,0
13800,8,0
14000,8,0
14200,8,0
14400,8,0
14600,8,0
14800,8,0
15000,9,1
15200,9,0
15400,9,1
15600,9,0
15800,9,0
16000,9,0
16200,9,0
16400,9,0
16600,9,0
16800,9,0
17000,9,0
17200,9,0
17400,9,0
17600,10,1
17800,10,0
18000,10,0
18200,10,0
18400,10,0
18600,10,0
18800,10,0
19000,10,0
19200,10,0
19400,10,0
19600,10,0
19800,10,0
20000,10,0
20200,10,0
20400,11,1
20600,11,0
20800,11,0
21000,11,0
21200,11,0
21400,11,0
21600,12,1
21800,12,0
22000,12,0
22200,12,0
22400,12,0
22600,12,0
22800,12,0
23000,12,0
23200,12,0
23400,12,0
23600,12,0
23800,12,0
24000,12,0
24200,12,0
24400,12,0
24600,12,0
24800,12,0
25000,12,0
25200,12,0
25400,12,0
25600,12,0
25800,12,0
26000,12,0
26200,12,0
26400,12,0
26600,12,0
26800,12,0
27000,12,0
27200,12,0
27400,12,0
27600,12,0
27800,12,0
28000,12,0
28200,12,0
28400,12,0
28600,12,0
28800,12,0
29000,12,0
29200,12,0
29400,12,0
29600,12,0
29800,12,0
30000,12,0
30200,12,0
30400,12,0
30600,12,0
30800,12,0
31000,12,0
31200,12,0
31400,12,0
31600,12,0
31800,12,0
32000,12,0
32200,12,0
