0,0,0
200,0,0
400,0,0
600,0,0
800,0,0
1000,0,0
1200,0,0
1400,0,0
1600,0,0
1800,0,0
2000,0,0
2200,0,0
2400,0,0
2600,0,0
2800,0,0
3000,0,0
3200,0,0
3400,0,0
3600,0,0
3800,0,0
4000,0,0
4200,0,0
4400,0,0
4600,0,0
4800,0,0
5000,0,0
5200,0,0
5400,0,0
5600,0,0
5800,0,0
6000,0,0
6200,0,0
6400,0,0
6600,0,0
6800,0,0
7000,0,0
7200,1,1
7400,1,0
7600,1,0
7800,1,0
8000,1,0
8200,1,0
8400,1,0
8600,1,0
8800,1,0
9000,1,0
9200,1,0
9400,1,0
9600,1,0
9800,1,0
10000,1,0
10200,1,0
10400,1,0
10600,1,0
10800,1,0
11000,1,0
11200,1,0
11400,1,0
11600,1,0
11800,1,0
12000,1,0
12200,1,0
12400,1,0
12600,1,0
12800,2,1
13000,2,0
13200,2,0
13400,2,0
13600,2,0
13800,2,0
14000,2,0
14200,2,0
14400,2,0
14600,2,0
14800,2,0
15000,2,0
15200,2,0
15400,2,0
15600,2,0
15800,2,0
16000,2,0
16200,2,0
16400,2,0
16600,3,1
16800,3,0
17000,3,0
17200,3,0
17400,3,0
17600,3,0
17800,3,0
18000,3,0
18200,3,0
18400,3,0
18600,3,0
18800,4,1
19000,4,0
19200,4,0
19400,4,0
19600,4,0
19800,4,0
20000,4,0
20200,4,0
20400,4,0
20600,4,0
20800,4,0
21000,4,0
21200,4,0
21400,4,0
21600,4,0
21800,4,0
22000,4,0
22200,5,1
22400,5,0
22600,5,0
22800,5,0
23000,5,0
23200,5,0
23400,6,1
23600,6,0
23800,6,0
24000,6,0
24200,6,0
24400,6,0
24600,6,0
24800,6,0
25000,6,0
25200,7,1
25400,7,0
25600,7,0
25800,7,0
26000,7,0
26200,7,0
26400,7,0
26600,7,0
26800,8,1
27000,8,0
27200,8,0
27400,8,0
27600,8,0
27800,8,0
28000,8,0
28200,8,0
28400,8,0
28600,9,1
28800,9,0
29000,9,0
29200,9,0
29400,9,0
29600,9,0
29800,9,0
30000,9,0
30200,9,0
30400,9,0
30600,10,1
30800,10,0
31000,10,0
31200,10,0
31400,10,0
31600,10,0
31800,10,0
32000,10,0
32200,10,0
32400,10,0
32600,10,0
32800,10,0
33000,10,0
